ts,y
7/2/2015 12:00,-43.0
7/2/2015 12:30,-43.0
7/2/2015 13:00,-43.0
7/3/2015 2:30,-43.0
7/3/2015 3:00,-43.0
7/3/2015 3:30,-43.0
7/3/2015 4:00,-43.0
7/3/2015 4:30,-43.0
7/3/2015 5:00,-43.0
7/3/2015 5:30,-43.0
7/3/2015 16:30,-43.0
7/3/2015 17:00,-43.0
7/3/2015 17:30,-43.0
7/3/2015 18:00,-43.0
7/3/2015 18:30,-43.0
7/4/2015 11:30,-43.0
7/4/2015 12:00,-43.0
7/4/2015 12:30,-43.0
7/4/2015 13:00,-43.0
7/4/2015 13:30,-43.0
7/4/2015 14:00,-43.0
7/4/2015 14:30,-43.0
7/4/2015 15:00,-43.0
7/4/2015 15:30,-43.0
7/4/2015 16:00,-43.0
7/4/2015 16:30,-43.0
7/4/2015 17:00,-43.0
7/4/2015 17:30,-43.0
7/4/2015 18:00,-43.0
7/4/2015 18:30,-43.0
7/4/2015 19:00,-43.0
7/4/2015 19:30,-43.0
7/4/2015 20:00,-43.0
7/4/2015 20:30,-43.0
7/4/2015 21:00,-43.0
7/4/2015 21:30,-43.0
7/4/2015 22:00,-43.0
7/4/2015 22:30,-43.0
7/4/2015 23:00,-43.0
7/4/2015 23:30,-43.0
7/5/2015 0:00,-43.0
7/5/2015 0:30,-43.0
7/5/2015 1:00,-43.0
7/5/2015 1:30,-43.0
7/5/2015 2:00,-43.0
7/7/2015 16:30,-43.0
7/7/2015 17:00,-43.0
7/7/2015 17:30,-43.0
7/7/2015 18:00,-43.0
7/7/2015 18:30,-43.0
7/7/2015 19:00,-43.0
7/7/2015 19:30,-43.0
7/7/2015 20:00,-43.0
7/7/2015 20:30,-43.0
7/7/2015 21:00,-43.0
7/7/2015 21:30,-43.0
7/7/2015 22:00,-43.0
7/7/2015 22:30,-43.0
7/7/2015 23:00,-43.0
7/7/2015 23:30,-43.0
7/8/2015 0:00,-43.0
7/8/2015 0:30,-43.0
7/8/2015 2:00,-43.0
7/8/2015 2:30,-43.0
7/8/2015 3:00,-43.0
7/8/2015 3:30,-43.0
7/8/2015 4:00,-43.0
7/8/2015 4:30,-43.0
7/8/2015 5:00,-43.0
7/8/2015 5:30,-43.0
7/8/2015 6:00,-43.0
7/8/2015 6:30,-43.0
7/8/2015 7:00,-43.0
7/8/2015 7:30,-43.0
7/8/2015 8:00,-43.0
7/8/2015 8:30,-43.0
7/8/2015 9:00,-43.0
7/8/2015 9:30,-43.0
7/8/2015 10:00,-43.0
7/8/2015 10:30,-43.0
7/8/2015 11:00,-43.0
7/8/2015 11:30,-43.0
7/8/2015 12:00,-43.0
7/8/2015 12:30,-43.0
7/8/2015 13:00,-43.0
7/8/2015 13:30,-43.0
7/8/2015 14:00,-43.0
7/8/2015 14:30,-43.0
7/8/2015 15:00,-43.0
7/8/2015 15:30,-43.0
7/8/2015 16:00,-43.0
7/8/2015 16:30,-43.0
7/8/2015 17:00,-43.0
7/8/2015 17:30,-43.0
7/8/2015 18:00,-43.0
7/8/2015 18:30,-43.0
7/8/2015 19:00,-43.0
7/8/2015 19:30,-43.0
7/8/2015 20:00,-43.0
7/8/2015 20:30,-43.0
7/8/2015 23:30,-43.0
7/9/2015 0:00,-43.0
7/9/2015 0:30,-43.0
7/9/2015 1:00,-43.0
7/9/2015 1:30,-43.0
7/9/2015 13:00,-43.0
7/9/2015 13:30,-43.0
7/9/2015 14:00,-43.0
7/9/2015 14:30,-43.0
7/9/2015 15:00,-43.0
7/9/2015 15:30,-43.0
7/9/2015 16:00,-43.0
7/9/2015 16:30,-43.0
7/9/2015 17:00,-43.0
7/9/2015 17:30,-43.0
7/9/2015 18:00,-43.0
7/9/2015 18:30,-43.0
7/9/2015 19:00,-43.0
7/9/2015 19:30,-43.0
7/9/2015 20:00,-43.0
7/9/2015 20:30,-43.0
7/9/2015 21:00,-43.0
7/9/2015 21:30,-43.0
7/10/2015 9:30,-43.0
